"filing_year","area","rental_units_total","eviction_filings_total","eviction_filings_rate","eviction_filings_sealed","eviction_filings_unclear","eviction_filings_completed","case_type_single_action","case_type_joint_action","back_rent_median","back_rent_0","back_rent_1_to_999","back_rent_1000_to_2499","back_rent_2500_to_4999","back_rent_5000_or_more","landlord_prose","landlord_represented","tenant_prose","tenant_represented","tenant_rep_pa","tenant_rep_laa","eviction_order_yes","eviction_order_no","eviction_order_yes_tenant_prose","eviction_order_no_tenant_prose","eviction_order_yes_tenant_represented","eviction_order_no_tenant_represented","eviction_order_yes_tenant_rep_pa","eviction_order_no_tenant_rep_pa","eviction_order_yes_tenant_rep_laa","eviction_order_no_tenant_rep_laa","ftu_eviction_order","ftu_other_outcome","ftu_no_outcome","ftu_eviction_order_tenant_prose","ftu_other_outcome_tenant_prose","ftu_no_outcome_tenant_prose","ftu_eviction_order_tenant_represented","ftu_other_outcome_tenant_represented","ftu_no_outcome_tenant_represented","default_eviction_order_yes","default_eviction_order_no","default_eviction_order_yes_tenant_prose","default_eviction_order_no_tenant_prose","default_eviction_order_yes_tenant_represented","default_eviction_order_no_tenant_represented"
2012,25,,346,2.620,9,4,333,70,263,2574.640,68,39,91,80,55,77,256,293,40,29,11,177,156,160,133,17,23,14,15,3,8,100,34,199,96,33,164,4,1,35,65,268,63,230,2,38
2012,26,,534,4.200,46,8,480,122,358,1800,124,68,180,79,29,149,331,426,54,44,10,304,176,277,149,27,27,23,21,4,6,176,41,263,173,40,213,3,1,50,92,388,90,336,2,52
2012,27,,842,5.320,42,10,790,179,611,1664,181,172,235,141,61,116,674,666,124,66,58,444,346,402,264,42,82,34,32,8,50,250,88,452,244,82,340,6,6,112,120,670,114,552,6,118
2012,28,,943,6.160,50,6,887,178,709,1850,174,147,312,164,90,250,637,805,82,53,29,566,321,538,267,28,54,25,28,3,26,352,100,435,348,99,358,4,1,77,158,729,157,648,1,81
2012,29,,872,7.560,44,7,821,105,716,1661,105,149,354,150,63,225,596,752,69,55,14,520,301,484,268,36,33,32,23,4,10,302,64,455,298,64,390,4,0,65,176,645,176,576,0,69
2012,30,,309,3.300,40,3,266,78,188,2092.500,78,29,83,57,19,78,188,238,28,21,7,168,98,157,81,11,17,11,10,0,7,98,13,155,96,12,130,2,1,25,48,218,47,191,1,27
2012,31,,372,4.020,43,1,328,76,252,1950,76,31,136,54,31,87,241,301,27,20,7,214,114,195,106,19,8,17,3,2,5,128,20,180,127,20,154,1,0,26,61,267,60,241,1,26
2012,32,,200,1.550,17,4,179,36,143,2699.550,35,15,53,50,26,24,155,154,25,23,2,97,82,83,71,14,11,13,10,1,1,55,20,104,54,20,80,1,0,24,30,149,29,125,1,24
2012,33,,265,2.220,16,4,245,45,200,2306.460,45,22,89,62,27,47,198,210,35,31,4,144,101,126,84,18,17,16,15,2,2,77,19,149,75,18,117,2,1,32,41,204,40,170,1,34
2012,34,,414,7.430,39,2,373,87,286,2258.500,87,34,124,92,36,177,196,333,40,31,9,230,143,215,118,15,25,13,18,2,7,132,24,217,131,24,178,1,0,39,67,306,65,268,2,38
2012,35,,294,2.510,27,2,265,63,202,1944,61,40,86,60,18,71,194,240,25,16,9,171,94,156,84,15,10,12,4,3,6,95,23,147,93,23,124,2,0,23,48,217,46,194,2,23
2012,36,,284,4.040,48,4,232,84,148,1954.960,84,21,71,36,20,66,166,199,33,30,3,143,89,123,76,20,13,18,12,2,1,81,14,137,80,14,105,1,0,32,45,187,43,156,2,31
2012,37,,857,8.450,40,3,814,138,676,1700,141,153,317,148,55,285,529,742,72,62,10,535,279,506,236,29,43,28,34,1,9,332,59,423,330,59,353,2,0,70,179,635,176,566,3,69
2012,38,,195,3.220,24,5,166,54,112,2232.080,54,15,47,25,25,38,128,138,28,26,2,107,59,88,50,19,9,19,7,0,2,56,11,99,55,11,72,1,0,27,30,136,29,109,1,27
2012,39,,203,2.290,18,1,184,33,151,2052.500,32,25,67,40,20,28,156,161,23,19,4,121,63,109,52,12,11,12,7,0,4,68,15,101,67,15,79,1,0,22,40,144,36,125,4,19
2012,40,,295,2.140,17,1,277,41,236,2395,40,22,99,82,34,45,232,251,26,26,0,176,101,157,94,19,7,19,7,0,0,110,18,149,107,18,126,3,0,23,56,221,52,199,4,22
2012,41,,180,2.760,10,1,169,25,144,2240.390,24,24,58,42,21,17,152,149,20,20,0,96,73,83,66,13,7,13,7,0,0,50,19,100,50,19,80,0,0,20,25,144,21,128,4,16
2012,42,,441,2.170,15,5,421,31,390,3625.100,30,17,101,155,118,12,409,371,50,49,1,204,217,184,187,20,30,20,29,0,1,110,68,243,108,68,195,2,0,48,91,330,89,282,2,48
2012,43,,170,0.980,2,2,166,26,140,2655,26,18,48,48,26,8,158,145,21,16,5,74,92,65,80,9,12,9,7,0,5,43,32,91,43,32,70,0,0,21,26,140,26,119,0,21
2012,44,,226,0.990,5,3,218,14,204,2060,15,24,100,47,32,6,212,201,17,16,1,108,110,101,100,7,10,6,10,1,0,60,34,124,59,34,108,1,0,16,47,171,47,154,0,17
2012,45,,263,2.960,18,2,243,65,178,2147.300,67,26,80,54,16,53,190,217,26,25,1,160,83,146,71,14,12,14,11,0,1,75,11,157,74,11,132,1,0,25,41,202,38,179,3,23
2012,46,,588,2.800,7,5,576,119,457,1810,117,86,222,107,44,22,554,513,63,40,23,320,256,289,224,31,32,23,17,8,15,196,82,298,191,81,241,5,1,57,107,469,103,410,4,59
2012,47,,133,0.790,4,3,126,22,104,2270.540,22,7,51,31,15,15,111,111,15,11,4,76,50,71,40,5,10,5,6,0,4,50,11,65,49,11,51,1,0,14,24,102,24,87,0,15
2012,48,,745,3.590,11,4,730,75,655,2007.500,54,62,353,180,81,23,707,666,64,45,19,379,351,353,313,26,38,23,22,3,16,211,122,397,207,121,338,4,1,59,158,572,153,513,5,59
2012,49,,902,4.750,23,13,866,122,744,2070,116,103,378,189,80,87,779,779,87,65,22,537,329,496,283,41,46,35,30,6,16,331,91,444,328,90,361,3,1,83,185,681,176,603,9,78
2012,50,,391,3.980,29,4,358,34,324,2529.750,34,25,134,107,58,43,315,315,43,36,7,223,135,201,114,22,21,19,17,3,4,107,37,214,105,37,173,2,0,41,73,285,69,246,4,39
2013,1,,279,1.740,28,5,246,73,173,2000,75,46,57,54,14,47,199,207,39,25,14,139,107,119,88,20,19,15,10,5,9,72,23,151,68,23,116,4,0,35,9,237,9,198,0,39
2013,2,,267,1.420,14,2,251,40,211,2855.770,38,19,78,58,58,19,232,216,35,26,9,149,102,138,78,11,24,10,16,1,8,90,36,125,90,36,90,0,0,35,23,228,23,193,0,35
2013,3,,1076,6.580,43,9,1024,198,826,2071.920,171,229,261,219,144,107,917,894,130,86,44,590,434,553,341,37,93,33,53,4,40,360,129,535,357,124,413,3,5,122,74,950,74,820,0,130
2013,4,,1016,4.840,20,10,986,123,863,1604.830,115,232,369,153,117,43,943,884,102,71,31,538,448,490,394,48,54,43,28,5,26,340,179,467,336,177,371,4,2,96,80,906,77,807,3,99
2013,5,,1220,6.060,32,10,1178,189,989,1870,179,211,424,222,142,104,1074,1065,113,91,22,730,448,673,392,57,56,50,41,7,15,434,125,619,427,122,516,7,3,103,104,1074,101,964,3,110
2013,6,,1127,7.550,86,12,1029,239,790,1710,238,146,398,174,73,294,735,932,97,82,15,678,351,631,301,47,50,45,37,2,13,344,60,625,337,59,536,7,1,89,78,951,76,856,2,95
2013,7,,1515,10.300,51,18,1446,248,1198,1700,241,181,703,229,92,229,1217,1341,105,88,17,951,495,903,438,48,57,46,42,2,15,512,109,825,507,108,726,5,1,99,123,1323,122,1219,1,104
2013,8,,949,7.540,47,12,890,184,706,1675,184,133,358,155,60,182,708,810,80,66,14,615,275,578,232,37,43,33,33,4,10,327,50,513,323,49,438,4,1,75,68,822,67,743,1,79
2013,9,,669,7.050,42,3,624,118,506,1225,117,224,171,88,24,200,424,566,58,35,23,419,205,401,165,18,40,14,21,4,19,277,47,300,276,47,243,1,0,57,51,573,51,515,0,58
2013,10,,276,3.990,19,3,254,62,192,1800,61,39,94,40,20,101,153,225,29,22,7,167,87,157,68,10,19,9,13,1,6,84,23,147,81,22,122,3,1,25,20,234,20,205,0,29
2013,11,,238,2.160,13,2,223,49,174,2000,46,32,71,55,19,54,169,188,35,27,8,127,96,116,72,11,24,10,17,1,7,70,25,128,68,23,97,2,2,31,20,203,18,170,2,33
2013,12,,287,3.350,25,1,261,70,191,1580,68,25,116,41,11,111,150,222,39,32,7,164,97,149,73,15,24,14,18,1,6,91,18,152,90,18,114,1,0,38,19,242,18,204,1,38
2013,13,,146,3.410,24,0,122,42,80,2548.060,41,10,29,27,15,32,90,104,18,16,2,68,54,58,46,10,8,10,6,0,2,36,13,73,35,13,56,1,0,17,9,113,9,95,0,18
2013,14,,192,3.230,19,0,173,57,116,1640,58,21,67,22,5,50,123,140,33,24,9,106,67,90,50,16,17,15,9,1,8,57,15,101,57,13,70,0,2,31,9,164,9,131,0,33
2013,15,,314,3.740,43,1,270,77,193,1800,78,39,82,60,11,153,117,237,33,30,3,189,81,171,66,18,15,16,14,2,1,99,20,151,98,20,119,1,0,32,23,247,23,214,0,33
2013,16,,708,6.940,72,8,628,146,482,1800,143,94,219,124,48,251,377,548,80,68,12,426,202,390,158,36,44,32,36,4,8,242,33,353,238,33,277,4,0,76,54,574,53,495,1,79
2013,17,,809,7.340,55,4,750,115,635,1700,119,114,345,96,76,202,548,681,69,59,10,513,237,477,204,36,33,34,25,2,8,268,42,440,265,42,374,3,0,66,50,700,48,633,2,67
2013,18,,213,5.800,38,2,173,44,129,2369.770,43,16,52,42,20,58,115,157,16,14,2,93,80,86,71,7,9,5,9,2,0,44,16,113,42,16,99,2,0,14,10,163,9,148,1,15
2013,19,,167,4.480,22,4,141,36,105,2399.130,35,20,38,32,16,24,117,118,23,21,2,85,56,74,44,11,12,11,10,0,2,54,15,72,52,15,51,2,0,21,11,130,10,108,1,22
2013,20,,1047,6.870,66,5,976,206,770,1859.500,206,180,305,206,79,224,752,883,93,63,30,633,343,592,291,41,52,34,29,7,23,336,63,577,329,60,494,7,3,83,75,901,74,809,1,92
2013,21,,663,7.250,42,3,618,92,526,1721.130,86,51,329,104,48,143,475,562,56,50,6,400,218,374,188,26,30,24,26,2,4,248,62,308,247,61,254,1,1,54,52,566,52,510,0,56
2013,22,,227,3,45,0,182,57,125,1745,56,26,63,27,10,92,90,158,24,20,4,123,59,109,49,14,10,13,7,1,3,68,3,111,68,3,87,0,0,24,14,168,14,144,0,24
2013,23,,202,4.230,24,0,178,48,130,1900,47,21,60,36,14,43,135,165,13,10,3,106,72,102,63,4,9,3,7,1,2,75,22,81,73,22,70,2,0,11,15,163,14,151,1,12
2013,24,,775,6.860,67,9,699,159,540,2038.750,155,89,244,135,76,253,446,619,80,59,21,480,219,446,173,34,46,29,30,5,16,270,47,382,266,45,308,4,2,74,43,656,43,576,0,80
2013,25,,323,2.420,37,4,282,68,214,2000,69,58,65,64,26,50,232,248,34,28,6,155,127,139,109,16,18,12,16,4,2,96,38,148,95,38,115,1,0,33,22,260,21,227,1,33
2013,26,,444,3.490,34,7,403,108,295,1977.500,111,53,142,66,31,119,284,351,52,33,19,252,151,236,115,16,36,14,19,2,17,151,23,229,148,22,181,3,1,48,28,375,25,326,3,49
2013,27,,860,5.340,57,11,792,179,613,1555,172,227,196,121,76,105,687,699,93,56,37,486,306,436,263,50,43,36,20,14,23,284,100,408,280,99,320,4,1,88,44,748,40,659,4,89
2013,28,,973,6.390,44,11,918,145,773,1631.530,142,210,332,176,58,222,696,806,112,78,34,555,363,512,294,43,69,37,41,6,28,322,102,494,317,101,388,5,1,106,83,835,78,728,5,107
2013,29,,867,7.610,55,9,803,106,697,1770,99,122,357,165,60,191,612,707,96,77,19,501,302,462,245,39,57,33,44,6,13,269,53,481,264,52,391,5,1,90,66,737,66,641,0,96
2013,30,,292,3.110,36,4,252,81,171,2190,81,26,71,51,23,69,183,225,27,24,3,174,78,154,71,20,7,18,6,2,1,95,21,136,93,20,112,2,1,24,16,236,13,212,3,24
2013,31,,343,3.700,53,2,288,94,194,1835.860,93,37,96,45,17,77,211,254,34,26,8,172,116,151,103,21,13,20,6,1,7,92,18,178,91,18,145,1,0,33,20,268,18,236,2,32
2013,32,,164,1.280,10,3,151,47,104,2597.500,47,11,40,38,15,20,131,129,22,17,5,67,84,59,70,8,14,7,10,1,4,42,24,85,41,24,64,1,0,21,9,142,7,122,2,20
2013,33,,269,2.220,30,2,237,50,187,2100,49,29,84,55,20,40,197,200,37,32,5,147,90,123,77,24,13,21,11,3,2,91,26,120,88,26,86,3,0,34,24,213,20,180,4,33
2013,34,,377,6.730,46,2,329,94,235,2051,94,31,115,56,33,168,161,287,42,30,12,221,108,197,90,24,18,21,9,3,9,112,20,197,111,19,157,1,1,40,24,305,23,264,1,41
2013,35,,291,2.470,30,6,255,67,188,1966.640,74,25,96,45,15,64,191,219,36,26,10,165,90,147,72,18,18,17,9,1,9,105,18,132,102,17,100,3,1,32,12,243,12,207,0,36
2013,36,,249,3.560,45,1,203,54,149,2300,56,14,65,44,24,69,134,161,42,35,7,123,80,99,62,24,18,23,12,1,6,69,18,116,65,18,78,4,0,38,15,188,15,146,0,42
2013,37,,765,7.590,51,5,709,144,565,1800,140,90,291,129,59,281,428,638,71,53,18,457,252,427,211,30,41,27,26,3,15,255,42,412,252,42,344,3,0,68,58,651,57,581,1,70
2013,38,,181,2.940,23,2,156,46,110,2227,44,9,55,33,15,45,111,131,25,24,1,110,46,92,39,18,7,18,6,0,1,56,9,91,52,9,70,4,0,21,10,146,9,122,1,24
2013,39,,212,2.400,19,2,191,36,155,2040,36,25,71,35,24,28,163,167,24,19,5,117,74,105,62,12,12,11,8,1,4,61,10,120,61,10,96,0,0,24,17,174,17,150,0,24
2013,40,,259,1.860,21,1,237,44,193,2685,44,12,76,60,45,38,199,201,36,30,6,151,86,133,68,18,18,18,12,0,6,85,25,127,83,24,94,2,1,33,19,218,19,182,0,36
2013,41,,171,2.570,17,0,154,15,139,1961.400,15,27,63,38,11,13,141,143,11,11,0,89,65,87,56,2,9,2,9,0,0,54,29,71,54,29,60,0,0,11,21,133,20,123,1,10
2013,42,,436,2.020,12,3,421,33,388,3861.600,32,11,94,156,128,11,410,360,61,59,2,204,217,176,184,28,33,28,31,0,2,107,77,237,103,77,180,4,0,57,40,381,38,322,2,59
2013,43,,155,0.890,0,4,151,19,132,3005.910,17,12,47,35,40,5,146,125,26,24,2,67,84,53,72,14,12,13,11,1,1,37,21,93,33,20,72,4,1,21,12,139,11,114,1,25
2013,44,,209,0.930,7,0,202,11,191,2222.460,10,23,82,54,33,3,199,174,28,26,2,106,96,95,79,11,17,11,15,0,2,68,28,106,66,27,81,2,1,25,24,178,23,151,1,27
2013,45,,236,2.650,20,2,214,41,173,1900,40,24,84,34,32,33,181,191,23,20,3,137,77,121,70,16,7,14,6,2,1,72,20,122,70,20,101,2,0,21,22,192,22,169,0,23
2013,46,,582,2.760,17,8,557,91,466,1676.190,90,110,217,90,50,6,551,502,55,32,23,299,258,282,220,17,38,13,19,4,19,178,87,292,177,85,240,1,2,52,54,503,52,450,2,53
2013,47,,118,0.700,3,0,115,31,84,2203.750,28,15,33,20,19,13,102,102,13,7,6,61,54,55,47,6,7,5,2,1,5,35,19,61,34,19,49,1,0,12,11,104,11,91,0,13
2013,48,,618,2.960,10,3,605,65,540,1844,64,81,286,120,54,26,579,553,52,37,15,336,269,312,241,24,28,23,14,1,14,201,99,305,200,98,255,1,1,50,71,534,70,483,1,51
2013,49,,840,4.350,24,13,803,128,675,2000,129,108,334,171,61,98,705,697,106,84,22,528,275,469,228,59,47,50,34,9,13,320,76,407,308,74,315,12,2,92,82,721,77,620,5,101
2013,50,,368,3.640,19,3,346,59,287,2392.500,58,16,139,106,27,55,291,302,44,39,5,198,148,169,133,29,15,26,13,3,2,120,38,188,115,38,149,5,0,39,36,310,34,268,2,42
2014,1,,258,1.610,37,3,218,70,148,2045,69,34,50,37,28,39,179,184,34,21,13,114,104,102,82,12,22,10,11,2,11,63,41,114,62,41,81,1,0,33,10,208,8,176,2,32
2014,2,,237,1.240,14,2,221,31,190,2800,30,24,63,55,49,16,205,193,28,24,4,104,117,99,94,5,23,5,19,0,4,63,52,106,63,52,78,0,0,28,21,200,20,173,1,27
2014,3,,1020,6.080,79,8,933,119,814,1860,112,230,274,195,122,88,845,825,108,84,24,543,390,504,321,39,69,31,53,8,16,332,180,421,325,177,323,7,3,98,68,865,67,758,1,107
2014,4,,1126,5.230,72,8,1046,68,978,1705.950,67,207,480,206,86,32,1014,963,83,70,13,549,497,510,453,39,44,37,33,2,11,338,237,471,333,237,393,5,0,78,79,967,75,888,4,79
2014,5,,1093,5.420,58,4,1031,172,859,1881,166,168,388,191,118,99,932,934,97,80,17,597,434,556,378,41,56,36,44,5,12,354,157,520,350,156,428,4,1,92,77,954,77,857,0,97
2014,6,,1102,7.500,126,8,968,196,772,1811.360,192,136,370,178,92,279,689,881,87,78,9,605,363,565,316,40,47,35,43,5,4,315,137,516,309,135,437,6,2,79,72,896,69,812,3,84
2014,7,,1474,10.190,104,6,1364,229,1135,1725,224,171,614,282,73,239,1125,1269,95,73,22,877,487,842,427,35,60,31,42,4,18,472,175,717,466,173,630,6,2,87,117,1247,115,1154,2,93
2014,8,,986,7.860,88,1,897,162,735,1676,155,130,398,144,70,155,742,813,84,71,13,562,335,524,289,38,46,31,40,7,6,286,105,506,282,105,426,4,0,80,84,813,82,731,2,82
2014,9,,704,7.360,68,3,633,97,536,1210,97,226,196,78,36,161,472,576,57,37,20,399,234,380,196,19,38,13,24,6,14,251,99,283,248,96,232,3,3,51,37,596,37,539,0,57
2014,10,,283,4.090,35,3,245,53,192,1875,50,30,96,49,20,98,147,215,30,26,4,151,94,144,71,7,23,7,19,0,4,88,37,120,88,36,91,0,1,29,18,227,15,200,3,27
2014,11,,258,2.320,28,1,229,35,194,2340,36,27,76,67,23,61,168,196,33,25,8,132,97,117,79,15,18,14,11,1,7,60,36,133,60,34,102,0,2,31,14,215,13,183,1,32
2014,12,,316,3.660,43,2,271,69,202,2100,68,36,85,58,24,111,160,241,30,26,4,187,84,171,70,16,14,15,11,1,3,111,35,125,110,34,97,1,1,28,17,254,16,225,1,29
2014,13,,136,3.060,36,1,99,32,67,2100,32,13,25,19,10,24,75,88,11,10,1,54,45,49,39,5,6,5,5,0,1,33,20,46,32,20,36,1,0,10,4,95,4,84,0,11
2014,14,,190,3.100,22,2,166,46,120,1933.500,48,28,47,34,9,75,91,138,28,24,4,99,67,88,50,11,17,11,13,0,4,57,24,85,55,24,59,2,0,26,8,158,8,130,0,28
2014,15,,347,4.140,65,2,280,81,199,1800,79,43,95,44,19,123,157,251,29,22,7,186,94,173,78,13,16,10,12,3,4,106,42,132,104,42,105,2,0,27,20,260,20,231,0,29
2014,16,,797,7.860,114,3,680,146,534,1800,143,103,264,121,49,249,431,627,53,43,10,445,235,421,206,24,29,21,22,3,7,251,84,345,250,84,293,1,0,52,61,619,58,569,3,50
2014,17,,859,7.820,99,13,747,122,625,1600,121,109,337,127,53,181,566,695,52,47,5,492,255,475,220,17,35,15,32,2,3,273,87,387,272,86,337,1,1,50,52,695,52,643,0,52
2014,18,,279,7.380,49,2,228,46,182,3115.550,47,17,48,58,58,41,187,195,33,28,5,136,92,120,75,16,17,16,12,0,5,51,24,153,50,24,121,1,0,32,22,206,19,176,3,30
2014,19,,167,4.400,19,3,145,39,106,2510.400,37,6,48,35,19,17,128,135,10,9,1,84,61,79,56,5,5,5,4,0,1,43,20,82,42,20,73,1,0,9,15,130,14,121,1,9
2014,20,,1110,7.220,131,11,968,179,789,1950,179,154,340,209,86,184,784,870,98,70,28,615,353,578,292,37,61,31,39,6,22,341,118,509,339,116,415,2,2,94,79,889,77,793,2,96
2014,21,,698,7.570,74,8,616,106,510,1670,101,77,285,110,43,129,487,560,56,46,10,389,227,366,194,23,33,20,26,3,7,219,82,315,216,80,264,3,2,51,55,561,48,512,7,49
2014,22,,235,3.080,31,2,202,44,158,1650,43,36,73,34,16,86,116,173,29,20,9,119,83,104,69,15,14,12,8,3,6,71,27,104,69,27,77,2,0,27,18,184,18,155,0,29
2014,23,,178,3.630,31,1,146,28,118,1717,27,30,49,26,14,32,114,125,21,17,4,85,61,77,48,8,13,8,9,0,4,49,22,75,48,22,55,1,0,20,11,135,11,114,0,21
2014,24,,786,6.940,85,6,695,128,567,2202.500,127,70,258,153,87,233,462,624,71,52,19,448,247,428,196,20,51,16,36,4,15,257,82,356,253,82,289,4,0,67,68,627,67,557,1,70
2014,25,,292,2.160,30,2,260,57,203,1948.500,56,46,84,50,24,54,206,237,23,18,5,148,112,141,96,7,16,6,12,1,4,88,42,130,87,42,108,1,0,22,22,238,21,216,1,22
2014,26,,456,3.570,82,6,368,96,272,1925,96,59,115,72,26,94,274,329,39,31,8,231,137,217,112,14,25,14,17,0,8,126,45,197,125,45,159,1,0,38,22,346,22,307,0,39
2014,27,,778,4.750,71,6,701,132,569,1729.500,125,180,179,136,81,102,599,610,91,51,40,407,294,379,231,28,63,22,29,6,34,247,105,349,245,105,260,2,0,89,42,659,41,569,1,90
2014,28,,1001,6.600,109,10,882,125,757,1700,129,182,326,159,86,211,671,799,83,67,16,512,370,480,319,32,51,27,40,5,11,277,167,438,276,163,360,1,4,78,69,813,66,733,3,80
2014,29,,832,7.390,108,3,721,113,608,1775,114,105,319,126,57,156,565,637,84,72,12,412,309,379,258,33,51,31,41,2,10,208,104,409,204,104,329,4,0,80,47,674,46,591,1,83
2014,30,,276,2.930,55,1,220,51,169,2100,51,26,80,45,18,51,169,194,26,19,7,137,83,126,68,11,15,9,10,2,5,75,30,115,74,30,90,1,0,25,16,204,15,179,1,25
2014,31,,305,3.280,62,3,240,56,184,1915.190,54,32,90,47,17,50,190,209,31,23,8,150,90,137,72,13,18,12,11,1,7,76,24,140,73,24,112,3,0,28,12,228,12,197,0,31
2014,32,,140,1.100,15,3,122,26,96,3000,25,5,29,41,22,14,108,104,18,16,2,72,50,62,42,10,8,10,6,0,2,38,12,72,38,12,54,0,0,18,9,113,9,95,0,18
2014,33,,248,2.030,34,3,211,52,159,2100,53,19,77,49,13,34,177,182,29,16,13,127,84,110,72,17,12,11,5,6,7,78,29,104,76,28,78,2,1,26,10,201,9,173,1,28
2014,34,,415,7.370,70,9,336,100,236,2125,100,33,103,70,30,150,186,301,35,26,9,209,127,191,110,18,17,15,11,3,6,114,43,179,113,43,145,1,0,34,26,310,25,276,1,34
2014,35,,263,2.220,48,4,211,53,158,1900.800,53,30,72,45,11,60,151,183,28,24,4,134,77,118,65,16,12,13,11,3,1,74,30,107,72,30,81,2,0,26,16,195,16,167,0,28
2014,36,,268,3.850,55,1,212,52,160,2203.750,52,23,75,51,11,76,136,190,22,19,3,141,71,134,56,7,15,7,12,0,3,87,25,100,87,25,78,0,0,22,13,199,13,177,0,22
2014,37,,754,7.520,83,3,668,119,549,1700,119,97,278,114,60,219,449,611,57,51,6,457,211,432,179,25,32,22,29,3,3,246,66,356,242,65,304,4,1,52,67,601,66,545,1,56
2014,38,,160,2.560,31,0,129,27,102,2400,27,14,40,29,19,27,102,108,21,16,5,80,49,72,36,8,13,8,8,0,5,42,18,69,42,17,49,0,1,20,12,117,11,97,1,20
2014,39,,183,2.080,27,1,155,31,124,1905,31,27,55,29,13,21,134,134,21,17,4,98,57,84,50,14,7,12,5,2,2,49,24,82,49,24,61,0,0,21,20,135,19,115,1,20
2014,40,,276,1.960,41,2,233,50,183,2250,50,26,78,59,20,33,200,207,26,24,2,138,95,128,79,10,16,9,15,1,1,79,36,118,77,35,95,2,1,23,20,213,19,188,1,25
2014,41,,130,1.920,9,1,120,9,111,1947.840,9,20,52,24,15,8,112,108,12,12,0,71,49,67,41,4,8,4,8,0,0,38,24,58,37,24,47,1,0,11,11,109,11,97,0,12
2014,42,,383,1.670,18,4,361,30,331,3913.990,30,12,73,126,120,5,356,310,51,49,2,159,202,138,172,21,30,21,28,0,2,90,90,181,84,89,137,6,1,44,34,327,31,279,3,48
2014,43,,131,0.740,6,3,122,14,108,2843.370,14,13,36,31,28,1,121,110,12,12,0,55,67,47,63,8,4,8,4,0,0,19,35,68,18,35,57,1,0,11,7,115,7,103,0,12
2014,44,,135,0.600,7,1,127,13,114,2263.050,12,10,53,35,17,3,124,116,11,9,2,60,67,58,58,2,9,2,7,0,2,36,22,69,36,20,60,0,2,9,12,115,11,105,1,10
2014,45,,207,2.310,34,2,171,43,128,2000,42,20,62,29,18,38,133,143,28,25,3,105,66,93,50,12,16,12,13,0,3,62,22,87,59,22,62,3,0,25,11,160,11,132,0,28
2014,46,,422,1.990,18,3,401,58,343,1871.480,57,61,152,91,40,16,385,363,38,26,12,198,203,183,180,15,23,14,12,1,11,122,87,192,117,86,160,5,1,32,36,365,33,330,3,35
2014,47,,147,0.870,11,3,133,25,108,1950,24,23,42,30,14,10,123,114,19,13,6,78,55,72,42,6,13,6,7,0,6,45,21,67,45,21,48,0,0,19,9,124,8,106,1,18
2014,48,,505,2.400,47,1,457,77,380,2025.500,78,39,196,100,44,16,441,413,44,26,18,232,225,216,197,16,28,11,15,5,13,123,82,252,122,82,209,1,0,43,35,422,34,379,1,43
2014,49,,644,3.290,69,5,570,68,502,2044.100,69,78,234,142,47,40,530,509,61,52,9,332,238,312,197,20,41,19,33,1,8,200,82,288,199,81,229,1,1,59,51,519,50,459,1,60
2014,50,,335,3.220,49,1,285,38,247,2612.500,39,19,96,91,40,40,245,255,30,26,4,176,109,162,93,14,16,12,14,2,2,97,50,138,97,50,108,0,0,30,24,261,23,232,1,29
2015,1,,232,1.450,56,3,173,47,126,2572,47,20,40,42,24,20,153,137,36,28,8,96,77,83,54,13,23,11,17,2,6,51,31,91,49,31,57,2,0,34,11,162,10,127,1,35
2015,2,,267,1.380,24,4,239,23,216,3011.340,23,24,63,67,62,14,225,206,33,27,6,118,121,102,104,16,17,16,11,0,6,68,50,121,66,50,90,2,0,31,40,199,37,169,3,30
2015,3,,825,4.800,107,11,707,97,610,1967.530,97,121,249,153,87,70,637,622,85,68,17,403,304,368,254,35,50,32,36,3,14,198,116,393,196,115,311,2,1,82,88,619,87,535,1,84
2015,4,,968,4.390,84,5,879,89,790,1797,86,143,402,167,81,42,837,781,98,80,18,454,425,411,370,43,55,39,41,4,14,253,188,438,248,184,349,5,4,89,84,795,82,699,2,96
2015,5,,1176,5.820,93,5,1078,143,935,1923.390,140,210,377,220,131,87,991,945,133,120,13,634,444,572,373,62,71,58,62,4,9,348,201,529,344,198,403,4,3,126,98,980,95,850,3,130
2015,6,,1075,7.450,171,3,901,160,741,1700,157,161,353,168,62,246,655,804,97,89,8,585,316,543,261,42,55,41,48,1,7,290,112,499,288,108,408,2,4,91,90,811,88,716,2,95
2015,7,,1356,9.540,153,6,1197,156,1041,1683,150,188,564,219,76,159,1038,1087,110,98,12,785,412,723,364,62,48,56,42,6,6,353,165,679,347,162,578,6,3,101,174,1023,168,919,6,104
2015,8,,1016,8.130,144,4,868,119,749,1525,119,178,377,132,62,147,721,790,78,64,14,552,316,519,271,33,45,30,34,3,11,279,131,458,274,131,385,5,0,73,99,769,97,693,2,76
2015,9,,639,6.620,109,2,528,89,439,1470,87,149,174,76,42,148,380,467,61,42,19,323,205,302,165,21,40,15,27,6,13,189,93,246,186,93,188,3,0,58,51,477,50,417,1,60
2015,10,,311,4.480,57,1,253,49,204,1792.500,47,35,111,49,11,79,174,215,38,35,3,158,95,143,72,15,23,13,22,2,1,91,37,125,87,37,91,4,0,34,29,224,28,187,1,37
